record_type,scheme,training_seed,accuracy,macro_f1,mae,adjacent_error_rate,far_error_rate,fold,train_n,eval_n,train_minutes,majority_acc,accuracy_std,macro_f1_std,mae_std,adjacent_error_rate_std,far_error_rate_std
fold_raw,M+MB,3407,0.5276381909547738,0.45624475553069577,0.592964824120603,0.3768844221105528,0.09547738693467336,3.0,797.0,199.0,2.85,0.32663316582914576,,,,,
fold_raw,M+MB,3407,0.4221105527638191,0.39877822068229085,0.7487437185929648,0.4321608040201005,0.1457286432160804,4.0,797.0,199.0,2.85,0.3316582914572864,,,,,
fold_raw,M+MB,3407,0.49748743718592964,0.4365484237526065,0.6381909547738693,0.40703517587939697,0.09547738693467336,5.0,797.0,199.0,3.44,0.32663316582914576,,,,,
fold_raw,M+MB,2026,0.475,0.35510074051920865,0.67,0.405,0.12,1.0,796.0,200.0,2.83,0.325,,,,,
fold_raw,M+MB,2026,0.40703517587939697,0.3675606334377807,0.7738693467336684,0.4371859296482412,0.15577889447236182,2.0,797.0,199.0,2.86,0.32663316582914576,,,,,
fold_raw,M+MB,2026,0.4221105527638191,0.3786764371494007,0.7336683417085427,0.45226130653266333,0.12562814070351758,3.0,797.0,199.0,2.85,0.32663316582914576,,,,,
fold_raw,M+MB,2026,0.4221105527638191,0.36321263469406045,0.7286432160804021,0.45226130653266333,0.12562814070351758,4.0,797.0,199.0,2.85,0.3316582914572864,,,,,
fold_raw,M+MB,2026,0.5326633165829145,0.45750740487582586,0.5979899497487438,0.36683417085427134,0.10050251256281408,5.0,797.0,199.0,2.82,0.32663316582914576,,,,,
seed_summary,M+MB,42,0.4518391959798995,0.40382596262316417,0.7328391959798994,0.406643216080402,0.14151758793969849,,,,,,0.04417976596719521,0.04064173422027246,0.07433087030871827,0.033376602977573486,0.02984612439895401
seed_summary,M+MB,3407,0.4769145728643216,0.4190573817157338,0.6706884422110553,0.40461306532663316,0.11847236180904522,,,,,,0.03917638345329083,0.03301941164116208,0.06052887307847051,0.020129765131676462,0.02290646069931248
seed_summary,M+MB,2026,0.4517839195979899,0.3844115701352553,0.7008341708542714,0.42270854271356784,0.1255075376884422,,,,,,0.05206709783735906,0.041738371048081764,0.06839817723244523,0.03671465765487924,0.01982402825258247
final,M+MB,all,0.46017922948073703,0.4024316381580511,0.7014539363484088,0.41132160804020107,0.12849916247906196,,,,,,0.014493258863846514,0.017364940845076744,0.031080011751279415,0.009913480164019092,0.011810291106451362
fold_raw,MB+MR,42,0.46,0.3973398019001415,0.685,0.415,0.125,1.0,796.0,200.0,3.17,0.325,,,,,
fold_raw,MB+MR,42,0.4321608040201005,0.3402359078829667,0.7537688442211056,0.4321608040201005,0.135678391959799,2.0,797.0,199.0,2.74,0.32663316582914576,,,,,
fold_raw,MB+MR,42,0.48743718592964824,0.4294236482471777,0.628140703517588,0.4221105527638191,0.09045226130653267,3.0,797.0,199.0,2.75,0.32663316582914576,,,,,
fold_raw,MB+MR,42,0.48743718592964824,0.44123531883556383,0.6733668341708543,0.3869346733668342,0.12562814070351758,4.0,797.0,199.0,2.7,0.3316582914572864,,,,,
fold_raw,MB+MR,42,0.5125628140703518,0.45957756933666233,0.6030150753768844,0.38190954773869346,0.10552763819095477,5.0,797.0,199.0,2.71,0.32663316582914576,,,,,
fold_raw,MB+MR,3407,0.41,0.368822508296346,0.81,0.415,0.175,1.0,796.0,200.0,2.73,0.325,,,,,
